row_index,pair_id,base_id,topic,error_family,scope,neighbor_pool_size,same_family_neighbor_count,other_family_neighbor_count,source_anchor_norm,target_anchor_norm,steering_direction_norm,delta_norm_before,delta_norm_after,cosine_before_after,baseline_prediction,steered_prediction,prediction_changed,baseline_own_probability,steered_own_probability,own_probability_delta
205,b42_causal_substitution,b42,hydrology,causal_substitution,knn_local,15,11,4,0.12593942880630493,0.19221602380275726,0.2537218928337097,0.3773980438709259,0.40708374977111816,0.8850192427635193,causal_substitution,definition_substitution,True,0.31734519567941266,0.20281923690858727,-0.11452595877082539
206,b42_definition_substitution,b42,hydrology,definition_substitution,knn_local,15,3,12,0.16404372453689575,0.098670095205307,0.20096898078918457,0.32460084557533264,0.351931631565094,0.9038335084915161,definition_substitution,definition_substitution,False,0.28228544595007155,0.24381624998756335,-0.038469195962508196
207,b42_entity_swap,b42,hydrology,entity_swap,knn_local,15,3,12,0.2707982659339905,0.09346383810043335,0.2944207191467285,0.4877433776855469,0.5128546953201294,0.9037966132164001,entity_swap,causal_substitution,True,0.2797377927841986,0.20016474922454242,-0.07957304355965616
208,b42_numeric_distortion,b42,hydrology,numeric_distortion,knn_local,15,4,11,0.15242496132850647,0.09046941995620728,0.177303284406662,0.2585040330886841,0.2531161904335022,0.8650959134101868,numeric_distortion,numeric_distortion,False,0.33376502862344,0.24030658518159348,-0.0934584434418465
209,b42_role_inversion,b42,hydrology,role_inversion,knn_local,15,8,7,0.17575198411941528,0.1307714879512787,0.2241719663143158,0.3861325681209564,0.35526809096336365,0.9004424214363098,role_inversion,role_inversion,False,0.5227375808200918,0.3116209533907433,-0.2111166274293485
210,b43_causal_substitution,b43,political_science,causal_substitution,knn_local,15,4,11,0.16574537754058838,0.1104338988661766,0.23163242638111115,0.3258754312992096,0.34309595823287964,0.8663602471351624,causal_substitution,role_inversion,True,0.2752402928106485,0.19360005550750367,-0.08164023730314482
211,b43_definition_substitution,b43,political_science,definition_substitution,knn_local,15,4,11,0.1479978710412979,0.10333690047264099,0.15351435542106628,0.36073869466781616,0.3718535900115967,0.9510491490364075,definition_substitution,numeric_distortion,True,0.2622763012085338,0.23320960515226685,-0.02906669605626694
212,b43_entity_swap,b43,political_science,entity_swap,knn_local,15,12,3,0.1648714542388916,0.19119413197040558,0.22771047055721283,0.6256886720657349,0.6461755633354187,0.9644487500190735,entity_swap,causal_substitution,True,0.2759909662884358,0.20263929098488173,-0.07335167530355405
213,b43_numeric_distortion,b43,political_science,numeric_distortion,knn_local,15,7,8,0.13484543561935425,0.10010341554880142,0.1417735069990158,0.3302502930164337,0.31796813011169434,0.9468844532966614,numeric_distortion,numeric_distortion,False,0.3500110077062432,0.2858398464705848,-0.06417116123565841
214,b43_role_inversion,b43,political_science,role_inversion,knn_local,15,12,3,0.21550454199314117,0.1997947245836258,0.35600078105926514,0.5908385515213013,0.5995948910713196,0.899492084980011,role_inversion,entity_swap,True,0.48182382698188614,0.2052916060706813,-0.27653222091120483
215,b44_causal_substitution,b44,art,causal_substitution,knn_local,15,4,11,0.14493109285831451,0.09359055757522583,0.18413305282592773,0.27287328243255615,0.29297786951065063,0.8832500576972961,causal_substitution,definition_substitution,True,0.2341040472291383,0.1756310876408176,-0.05847295958832069
216,b44_definition_substitution,b44,art,definition_substitution,knn_local,15,3,12,0.1697397083044052,0.15069597959518433,0.2331073135137558,0.3656112551689148,0.4049133062362671,0.9019829630851746,definition_substitution,role_inversion,True,0.22638599156759995,0.18146238426437958,-0.04492360730322037
217,b44_entity_swap,b44,art,entity_swap,knn_local,15,8,7,0.1719343662261963,0.18332120776176453,0.27917924523353577,0.47990715503692627,0.5221719741821289,0.9160882830619812,entity_swap,role_inversion,True,0.27593786871113934,0.18879015914770958,-0.08714770956342976
218,b44_numeric_distortion,b44,art,numeric_distortion,knn_local,15,7,8,0.13939997553825378,0.11206941306591034,0.17965273559093475,0.2194833904504776,0.23958516120910645,0.8312191963195801,numeric_distortion,causal_substitution,True,0.26235500615068363,0.1773883434701839,-0.08496666268049974
219,b44_role_inversion,b44,art,role_inversion,knn_local,15,4,11,0.21363964676856995,0.10042338818311691,0.2518153786659241,0.3532138466835022,0.3830886483192444,0.8714966177940369,role_inversion,causal_substitution,True,0.2702092779467274,0.13869980826934822,-0.13150946967737917
220,b45_causal_substitution,b45,thermodynamics,causal_substitution,knn_local,15,11,4,0.13552361726760864,0.18043452501296997,0.2413644641637802,0.37685149908065796,0.40103602409362793,0.8935210704803467,causal_substitution,definition_substitution,True,0.2744718529423126,0.17683609922680166,-0.09763575371551092
221,b45_definition_substitution,b45,thermodynamics,definition_substitution,knn_local,15,11,4,0.13930457830429077,0.21258975565433502,0.27851471304893494,0.5466916561126709,0.5838097333908081,0.933802604675293,definition_substitution,causal_substitution,True,0.29079362587806096,0.23197852187015985,-0.0588151040079011
222,b45_entity_swap,b45,thermodynamics,entity_swap,knn_local,15,0,15,0.08277234435081482,0.1082419753074646,0.15476742386817932,0.406977117061615,0.4137987196445465,0.9601351022720337,entity_swap,role_inversion,True,0.2653111294931976,0.1879986522299539,-0.07731247726324367
223,b45_numeric_distortion,b45,thermodynamics,numeric_distortion,knn_local,15,14,1,0.12907379865646362,0.3643359839916229,0.35864728689193726,0.3565676212310791,0.4621877372264862,0.8143290877342224,numeric_distortion,numeric_distortion,False,0.42053844818559,0.40744274373301953,-0.013095704452570467
224,b45_role_inversion,b45,thermodynamics,role_inversion,knn_local,15,3,12,0.2260368913412094,0.12447912991046906,0.27591291069984436,0.3651767075061798,0.3966464698314667,0.8555998802185059,role_inversion,definition_substitution,True,0.36493600426309597,0.19020950137175469,-0.17472650289134128
225,b46_causal_substitution,b46,mycology,causal_substitution,knn_local,15,4,11,0.17629918456077576,0.1162857860326767,0.2205779105424881,0.28056925535202026,0.30206677317619324,0.8412632346153259,causal_substitution,role_inversion,True,0.3159367609515258,0.23201579626066082,-0.08392096469086496
226,b46_definition_substitution,b46,mycology,definition_substitution,knn_local,15,9,6,0.11667152494192123,0.13686884939670563,0.19342617690563202,0.30944791436195374,0.33879029750823975,0.9037361145019531,definition_substitution,role_inversion,True,0.24553643067199846,0.20010866401073968,-0.04542776666125878
227,b46_entity_swap,b46,mycology,entity_swap,knn_local,15,13,2,0.16326045989990234,0.2567557990550995,0.31088289618492126,0.5853430032730103,0.6250079274177551,0.9278500080108643,entity_swap,role_inversion,True,0.2859752846098793,0.18832143887794053,-0.09765384573193878
228,b46_numeric_distortion,b46,mycology,numeric_distortion,knn_local,15,4,11,0.16747918725013733,0.09591195732355118,0.18215525150299072,0.2471051663160324,0.26336488127708435,0.8586352467536926,numeric_distortion,numeric_distortion,False,0.30609123332212634,0.2447664681529677,-0.061324765169158635
229,b46_role_inversion,b46,mycology,role_inversion,knn_local,15,3,12,0.26884278655052185,0.11383214592933655,0.31131136417388916,0.2862798273563385,0.3411303162574768,0.7362959980964661,role_inversion,definition_substitution,True,0.30819884033286954,0.13446363837492034,-0.1737352019579492
230,b47_causal_substitution,b47,finance,causal_substitution,knn_local,15,6,9,0.1398751437664032,0.11488547176122665,0.20800679922103882,0.31152647733688354,0.31701987981796265,0.8769370317459106,causal_substitution,causal_substitution,False,0.30642620700334927,0.2384940619625417,-0.06793214504080758
231,b47_definition_substitution,b47,finance,definition_substitution,knn_local,15,5,10,0.16713470220565796,0.11484305560588837,0.1968315839767456,0.36598271131515503,0.39471763372421265,0.9274294376373291,definition_substitution,causal_substitution,True,0.25386863720217295,0.21983199092290087,-0.03403664627927208
232,b47_entity_swap,b47,finance,entity_swap,knn_local,15,12,3,0.16342228651046753,0.184052973985672,0.25995203852653503,0.5707104802131653,0.6182754039764404,0.9493439793586731,entity_swap,role_inversion,True,0.27414700176118456,0.1885745981994116,-0.08557240356177295
233,b47_numeric_distortion,b47,finance,numeric_distortion,knn_local,15,15,0,0.12478160113096237,0.024003006517887115,0.14424638450145721,0.3032057583332062,0.303893506526947,0.9364922642707825,numeric_distortion,entity_swap,True,0.23269758464307042,0.1574673807899719,-0.0752302038530985
234,b47_role_inversion,b47,finance,role_inversion,knn_local,15,3,12,0.308343768119812,0.09861880540847778,0.3690102994441986,0.49438902735710144,0.48020973801612854,0.839110255241394,role_inversion,role_inversion,False,0.6086198050642018,0.2812057714926021,-0.32741403357159965
235,b48_causal_substitution,b48,statistics,causal_substitution,knn_local,15,9,6,0.13881324231624603,0.17167773842811584,0.21467818319797516,0.3811967074871063,0.40997782349586487,0.9197110533714294,causal_substitution,numeric_distortion,True,0.27880096849104546,0.1980734059546429,-0.08072756253640256
236,b48_definition_substitution,b48,statistics,definition_substitution,knn_local,15,1,14,0.3656112551689148,0.155050128698349,0.40050235390663147,0.27274274826049805,0.3956719636917114,0.651978611946106,definition_substitution,role_inversion,True,0.21921851868164077,0.16916902066147155,-0.050049498020169225
237,b48_entity_swap,b48,statistics,entity_swap,knn_local,15,7,8,0.20617800951004028,0.13177898526191711,0.25708505511283875,0.48315009474754333,0.5223397016525269,0.9293862581253052,entity_swap,role_inversion,True,0.2832194527829633,0.19169437339244388,-0.0915250793905194
238,b48_numeric_distortion,b48,statistics,numeric_distortion,knn_local,15,7,8,0.1356637179851532,0.12865307927131653,0.19035840034484863,0.23775756359100342,0.28113844990730286,0.8616079092025757,definition_substitution,definition_substitution,False,0.2100846137208855,0.1399928381159161,-0.0700917756049694
239,b48_role_inversion,b48,statistics,role_inversion,knn_local,15,5,10,0.18587717413902283,0.12845779955387115,0.24577824771404266,0.4412243068218231,0.45359933376312256,0.9154943823814392,role_inversion,causal_substitution,True,0.33170726928070077,0.17908807737640553,-0.15261919190429524
240,b49_causal_substitution,b49,dentistry,causal_substitution,knn_local,15,1,14,0.30591854453086853,0.13864609599113464,0.3524673283100128,0.310604453086853,0.3926393985748291,0.741088330745697,causal_substitution,role_inversion,True,0.27519867739837683,0.1717181864063338,-0.10348049099204304
241,b49_definition_substitution,b49,dentistry,definition_substitution,knn_local,15,5,10,0.14357689023017883,0.15290158987045288,0.23067280650138855,0.3186732828617096,0.3467924892902374,0.8681613802909851,definition_substitution,role_inversion,True,0.2702491061726569,0.20631824252398182,-0.06393086364867509
242,b49_entity_swap,b49,dentistry,entity_swap,knn_local,15,1,14,0.4955044090747833,0.08784803003072739,0.5134250521659851,0.43979933857917786,0.6145697832107544,0.782207190990448,entity_swap,role_inversion,True,0.26474712523341265,0.18307705567980748,-0.08167006955360517
243,b49_numeric_distortion,b49,dentistry,numeric_distortion,knn_local,15,12,3,0.11545246094465256,0.205012708902359,0.22973008453845978,0.27121424674987793,0.3129681348800659,0.835399329662323,numeric_distortion,role_inversion,True,0.3274650432234491,0.2391698629269004,-0.0882951802965487
244,b49_role_inversion,b49,dentistry,role_inversion,knn_local,15,6,9,0.18704058229923248,0.10846071690320969,0.23195430636405945,0.25550395250320435,0.2709294855594635,0.7831220626831055,role_inversion,causal_substitution,True,0.3094696609110241,0.1675427712157404,-0.14192688969528372
245,b50_causal_substitution,b50,cartography,causal_substitution,knn_local,15,1,14,0.26804810762405396,0.09676972776651382,0.28906601667404175,0.28114840388298035,0.3691459894180298,0.8108661770820618,causal_substitution,causal_substitution,False,0.29536405912253216,0.23607899681730057,-0.05928506230523159
246,b50_definition_substitution,b50,cartography,definition_substitution,knn_local,15,5,10,0.13314096629619598,0.12225821614265442,0.18893660604953766,0.20585539937019348,0.2176441103219986,0.7774644494056702,definition_substitution,role_inversion,True,0.239920127868203,0.19949644244440964,-0.04042368542379335
247,b50_entity_swap,b50,cartography,entity_swap,knn_local,15,2,13,0.2507341504096985,0.08684425801038742,0.26384440064430237,0.36696943640708923,0.4258151352405548,0.8857839703559875,definition_substitution,definition_substitution,False,0.2285907092211943,0.1840226358542059,-0.0445680733669884
248,b50_numeric_distortion,b50,cartography,numeric_distortion,knn_local,15,2,13,0.20281314849853516,0.12947328388690948,0.27656668424606323,0.22596696019172668,0.2383313626050949,0.6019659638404846,numeric_distortion,role_inversion,True,0.30125190745385666,0.18129021587070024,-0.11996169158315642
249,b50_role_inversion,b50,cartography,role_inversion,knn_local,15,9,6,0.21096652746200562,0.13364392518997192,0.2920517027378082,0.5052872896194458,0.4800952970981598,0.9024195671081543,role_inversion,role_inversion,False,0.5510217323875956,0.2528903436056435,-0.29813138878195206
250,b51_causal_substitution,b51,neuroscience,causal_substitution,knn_local,15,5,10,0.1625603437423706,0.11178035289049149,0.21922148764133453,0.30591854453086853,0.3179677724838257,0.8617927432060242,causal_substitution,causal_substitution,False,0.3097279487677771,0.22257548794893708,-0.08715246081884001
251,b51_definition_substitution,b51,neuroscience,definition_substitution,knn_local,15,5,10,0.15028050541877747,0.11179400980472565,0.2113400250673294,0.31676605343818665,0.3574950695037842,0.8963947892189026,definition_substitution,entity_swap,True,0.24093520050671,0.198100583222508,-0.04283461728420199
252,b51_entity_swap,b51,neuroscience,entity_swap,knn_local,15,10,5,0.1505732536315918,0.17801371216773987,0.2427680641412735,0.5704475045204163,0.599413275718689,0.9527500867843628,entity_swap,role_inversion,True,0.282541066179935,0.20582054853491366,-0.07672051764502136
253,b51_numeric_distortion,b51,neuroscience,numeric_distortion,knn_local,15,5,10,0.13339193165302277,0.1008647233247757,0.1722414791584015,0.24967841804027557,0.25746816396713257,0.8706753849983215,numeric_distortion,causal_substitution,True,0.31024328135468365,0.22519116070333903,-0.08505212065134463
254,b51_role_inversion,b51,neuroscience,role_inversion,knn_local,15,10,5,0.17800426483154297,0.16559109091758728,0.25785279273986816,0.40791675448417664,0.4103294014930725,0.8882970213890076,role_inversion,role_inversion,False,0.41933539392970515,0.21922739234742492,-0.20010800158228023
255,b52_causal_substitution,b52,materials_science,causal_substitution,knn_local,15,3,12,0.17168238759040833,0.11634907126426697,0.18878567218780518,0.2844390273094177,0.3104453384876251,0.8903137445449829,causal_substitution,causal_substitution,False,0.29899480969928377,0.26305485036752807,-0.0359399593317557
256,b52_definition_substitution,b52,materials_science,definition_substitution,knn_local,15,5,10,0.13710691034793854,0.12500350177288055,0.1588013768196106,0.26353779435157776,0.29220834374427795,0.9132357239723206,definition_substitution,numeric_distortion,True,0.2388507848897365,0.22355475821914425,-0.015296026670592239
257,b52_entity_swap,b52,materials_science,entity_swap,knn_local,15,11,4,0.20372986793518066,0.1880555897951126,0.30887505412101746,0.6259228587150574,0.6640841960906982,0.9371991753578186,entity_swap,definition_substitution,True,0.31145756235880523,0.20721218588513354,-0.10424537647367169
258,b52_numeric_distortion,b52,materials_science,numeric_distortion,knn_local,15,4,11,0.17609773576259613,0.1235068216919899,0.19685238599777222,0.24699270725250244,0.25719186663627625,0.8292521238327026,numeric_distortion,definition_substitution,True,0.29203191405787904,0.21076733718261437,-0.08126457687526467
259,b52_role_inversion,b52,materials_science,role_inversion,knn_local,15,5,10,0.1697656363248825,0.10437654703855515,0.21254731714725494,0.44628041982650757,0.4308374226093292,0.9345381855964661,role_inversion,role_inversion,False,0.43092632878063386,0.27903020696818653,-0.15189612181244733
260,b53_causal_substitution,b53,agriculture,causal_substitution,knn_local,15,4,11,0.1536794900894165,0.15570580959320068,0.21535810828208923,0.3099725842475891,0.33869612216949463,0.8796835541725159,causal_substitution,entity_swap,True,0.26545118087262787,0.20934177524048084,-0.05610940563214703
261,b53_definition_substitution,b53,agriculture,definition_substitution,knn_local,15,9,6,0.12471045553684235,0.16858240962028503,0.20705606043338776,0.32489004731178284,0.3732490539550781,0.9102088212966919,definition_substitution,causal_substitution,True,0.2516656735149782,0.21625926052238303,-0.03540641299259517
262,b53_entity_swap,b53,agriculture,entity_swap,knn_local,15,12,3,0.19834472239017487,0.21161597967147827,0.33768561482429504,0.6775920391082764,0.7155454754829407,0.9353381991386414,entity_swap,entity_swap,False,0.35650301464406897,0.2511032799266923,-0.10539973471737668
263,b53_numeric_distortion,b53,agriculture,numeric_distortion,knn_local,15,2,13,0.22006146609783173,0.14065834879875183,0.25125640630722046,0.29256483912467957,0.31841886043548584,0.8129949569702148,numeric_distortion,causal_substitution,True,0.3077232895736899,0.2004117679205527,-0.10731152165313718
264,b53_role_inversion,b53,agriculture,role_inversion,knn_local,15,6,9,0.1969655156135559,0.14773303270339966,0.26148292422294617,0.420445054769516,0.4255855977535248,0.8926048278808594,role_inversion,role_inversion,False,0.47529795172921757,0.26407198997255116,-0.2112259617566664
265,b54_causal_substitution,b54,optics,causal_substitution,knn_local,15,0,15,0.0848497599363327,0.1144617572426796,0.14561133086681366,0.278074711561203,0.2790968716144562,0.9231705069541931,causal_substitution,causal_substitution,False,0.3061095260453866,0.2324824729430813,-0.0736270531023053
266,b54_definition_substitution,b54,optics,definition_substitution,knn_local,15,11,4,0.14051279425621033,0.22075822949409485,0.2793801724910736,0.5476793050765991,0.5909549593925476,0.9350661635398865,definition_substitution,definition_substitution,False,0.2946333451409477,0.241761884150455,-0.0528714609904927
267,b54_entity_swap,b54,optics,entity_swap,knn_local,15,1,14,0.43979933857917786,0.10334603488445282,0.46489471197128296,0.345547080039978,0.4834860861301422,0.69310462474823,entity_swap,role_inversion,True,0.2797239143852268,0.21552255392404726,-0.06420136046117955
268,b54_numeric_distortion,b54,optics,numeric_distortion,knn_local,15,3,12,0.16890181601047516,0.09915435314178467,0.20602378249168396,0.2781490683555603,0.2752412259578705,0.8441230058670044,numeric_distortion,numeric_distortion,False,0.37163455837677817,0.27105403850501614,-0.10058051987176203
269,b54_role_inversion,b54,optics,role_inversion,knn_local,15,4,11,0.22608770430088043,0.12067322432994843,0.28843221068382263,0.31996282935142517,0.34844449162483215,0.7937697172164917,role_inversion,causal_substitution,True,0.37313818261876547,0.1741884182805461,-0.19894976433821937
270,b55_causal_substitution,b55,immunology,causal_substitution,knn_local,15,14,1,0.14169444143772125,0.43724051117897034,0.4963986277580261,0.42829182744026184,0.5230556726455688,0.7106819152832031,causal_substitution,definition_substitution,True,0.3127065533340577,0.14267059124816395,-0.17003596208589378
271,b55_definition_substitution,b55,immunology,definition_substitution,knn_local,15,10,5,0.14527906477451324,0.17727869749069214,0.256506085395813,0.6458037495613098,0.6784123778343201,0.9589763879776001,definition_substitution,definition_substitution,False,0.3103109924812415,0.24680606545826167,-0.06350492702297983
272,b55_entity_swap,b55,immunology,entity_swap,knn_local,15,4,11,0.23186175525188446,0.10165227949619293,0.2580735683441162,0.5000668168067932,0.5400821566581726,0.9336071610450745,entity_swap,role_inversion,True,0.2528168241985135,0.20543211205899675,-0.04738471213951673
273,b55_numeric_distortion,b55,immunology,numeric_distortion,knn_local,15,15,0,0.12103205174207687,0.024003006517887115,0.1407558172941208,0.3941285014152527,0.38231685757637024,0.9634831547737122,numeric_distortion,numeric_distortion,False,0.38824344038349023,0.27290345104317376,-0.11533998934031647
274,b55_role_inversion,b55,immunology,role_inversion,knn_local,15,5,10,0.22050051391124725,0.10769450664520264,0.2683803141117096,0.3584102392196655,0.3701709806919098,0.8478310704231262,role_inversion,entity_swap,True,0.36242443610401487,0.16689432983281552,-0.19553010627119935
275,b56_causal_substitution,b56,seismology,causal_substitution,knn_local,15,2,13,0.22117076814174652,0.09567129611968994,0.24689550697803497,0.31651023030281067,0.35738641023635864,0.8558225631713867,causal_substitution,entity_swap,True,0.24284781447904333,0.18116668529502844,-0.06168112918401489
276,b56_definition_substitution,b56,seismology,definition_substitution,knn_local,15,5,10,0.14335691928863525,0.10364939272403717,0.16745136678218842,0.296735554933548,0.3232233226299286,0.9214335680007935,definition_substitution,numeric_distortion,True,0.2568567464265343,0.21868308116362556,-0.03817366526290872
277,b56_entity_swap,b56,seismology,entity_swap,knn_local,15,6,9,0.1953388750553131,0.10972657799720764,0.24227024614810944,0.5249429941177368,0.5363332629203796,0.9415967464447021,entity_swap,causal_substitution,True,0.3142561956587181,0.2315953860034496,-0.08266080965526851
278,b56_numeric_distortion,b56,seismology,numeric_distortion,knn_local,15,10,5,0.10669546574354172,0.13459712266921997,0.15223349630832672,0.3388272225856781,0.33317840099334717,0.9424037933349609,numeric_distortion,numeric_distortion,False,0.4039060836615938,0.3461640453897178,-0.05774203827187602
279,b56_role_inversion,b56,seismology,role_inversion,knn_local,15,8,7,0.2081751823425293,0.14104175567626953,0.29773855209350586,0.48729532957077026,0.45192694664001465,0.8896254897117615,role_inversion,role_inversion,False,0.573565786735373,0.2824497465365863,-0.2911160401987867
280,b57_causal_substitution,b57,navigation,causal_substitution,knn_local,15,12,3,0.13305246829986572,0.22105596959590912,0.28199729323387146,0.3381381332874298,0.38012269139289856,0.8328508138656616,causal_substitution,definition_substitution,True,0.29032028728928505,0.16955474682341024,-0.12076554046587482
281,b57_definition_substitution,b57,navigation,definition_substitution,knn_local,15,8,7,0.13770103454589844,0.14904750883579254,0.2009698897600174,0.2948869466781616,0.3497447073459625,0.9044488668441772,definition_substitution,role_inversion,True,0.21503553432097167,0.17182028020265705,-0.04321525411831462
282,b57_entity_swap,b57,navigation,entity_swap,knn_local,15,8,7,0.18212826550006866,0.14941275119781494,0.26659095287323,0.5506227016448975,0.601098358631134,0.9434563517570496,entity_swap,role_inversion,True,0.24926609466676736,0.17053068906671376,-0.0787354056000536
283,b57_numeric_distortion,b57,navigation,numeric_distortion,knn_local,15,6,9,0.11296698451042175,0.10749614983797073,0.15421001613140106,0.22680087387561798,0.24148200452327728,0.8798473477363586,numeric_distortion,numeric_distortion,False,0.3101935057198674,0.2644740303964438,-0.04571947532342363
284,b57_role_inversion,b57,navigation,role_inversion,knn_local,15,3,12,0.24836347997188568,0.09448438882827759,0.28881770372390747,0.3615334928035736,0.4060152471065521,0.8469130396842957,role_inversion,definition_substitution,True,0.2890527915575008,0.13097679597839615,-0.15807599557910465
285,b58_causal_substitution,b58,education,causal_substitution,knn_local,15,8,7,0.11665420234203339,0.11701936274766922,0.1840423345565796,0.29843878746032715,0.3105650842189789,0.8980104923248291,causal_substitution,role_inversion,True,0.2567212213610784,0.1835081785334012,-0.07321304282767718
286,b58_definition_substitution,b58,education,definition_substitution,knn_local,15,2,13,0.18122370541095734,0.0874861404299736,0.1972365379333496,0.36817800998687744,0.3682863712310791,0.9193093180656433,definition_substitution,numeric_distortion,True,0.27804788776803485,0.23753334543081653,-0.04051454233721832
287,b58_entity_swap,b58,education,entity_swap,knn_local,15,11,4,0.17013205587863922,0.1911853402853012,0.27051979303359985,0.5494669079780579,0.5920686721801758,0.9395223259925842,entity_swap,role_inversion,True,0.2516596537625093,0.15581283175283306,-0.09584682200967626
288,b58_numeric_distortion,b58,education,numeric_distortion,knn_local,15,6,9,0.13841424882411957,0.10803264379501343,0.1868254393339157,0.33987313508987427,0.30576780438423157,0.9111346006393433,numeric_distortion,numeric_distortion,False,0.4089586063074299,0.2944667018729491,-0.11449190443448082
289,b58_role_inversion,b58,education,role_inversion,knn_local,15,11,4,0.2123018354177475,0.14888058602809906,0.30596527457237244,0.5380350351333618,0.5286861658096313,0.9075925946235657,role_inversion,causal_substitution,True,0.4537882752747869,0.19775514322489857,-0.2560331320498883
290,b59_causal_substitution,b59,climatology,causal_substitution,knn_local,15,11,4,0.13048329949378967,0.19221602380275726,0.2510761022567749,0.2523210346698761,0.32437393069267273,0.8150931596755981,causal_substitution,entity_swap,True,0.2247137601018209,0.1388443001004198,-0.08586946000140111
291,b59_definition_substitution,b59,climatology,definition_substitution,knn_local,15,1,14,0.4420521557331085,0.08680126070976257,0.46634742617607117,0.27496761083602905,0.4533895254135132,0.6370419859886169,definition_substitution,causal_substitution,True,0.24321313843090117,0.17221143566589311,-0.07100170276500806
292,b59_entity_swap,b59,climatology,entity_swap,knn_local,15,12,3,0.1579185575246811,0.2590647339820862,0.31846630573272705,0.5088335275650024,0.5510671138763428,0.9014530181884766,entity_swap,role_inversion,True,0.22663449220972667,0.13644256883442762,-0.09019192337529905
293,b59_numeric_distortion,b59,climatology,numeric_distortion,knn_local,15,2,13,0.18378841876983643,0.10939671099185944,0.22334754467010498,0.23535721004009247,0.2818051874637604,0.8047308325767517,definition_substitution,role_inversion,True,0.21094198011728482,0.14942931890034705,-0.06151266121693777
294,b59_role_inversion,b59,climatology,role_inversion,knn_local,15,13,2,0.1818080097436905,0.20764471590518951,0.2744095027446747,0.2971592843532562,0.32230398058891296,0.782176673412323,role_inversion,causal_substitution,True,0.39151342602509887,0.20654013640343763,-0.18497328962166124
295,b60_causal_substitution,b60,cell_biology,causal_substitution,knn_local,15,6,9,0.13082154095172882,0.09003473073244095,0.16329354047775269,0.24448883533477783,0.26505178213119507,0.887533962726593,causal_substitution,numeric_distortion,True,0.26964293142933476,0.19868692512608294,-0.07095600630325183
296,b60_definition_substitution,b60,cell_biology,definition_substitution,knn_local,15,6,9,0.12694264948368073,0.11297474056482315,0.1432846188545227,0.2490454465150833,0.2729513943195343,0.9192605018615723,definition_substitution,numeric_distortion,True,0.22560871163497298,0.19806137754776418,-0.027547334087208802
297,b60_entity_swap,b60,cell_biology,entity_swap,knn_local,15,11,4,0.17190766334533691,0.16129222512245178,0.24388572573661804,0.44907233119010925,0.4873981475830078,0.9269253015518188,entity_swap,causal_substitution,True,0.29227853734502657,0.20607522957059266,-0.08620330777443391
298,b60_numeric_distortion,b60,cell_biology,numeric_distortion,knn_local,15,15,0,0.12374972552061081,0.024003006517887115,0.14397354423999786,0.2710871696472168,0.27431520819664,0.9216729998588562,definition_substitution,entity_swap,True,0.20339719949681534,0.1327480426914085,-0.07064915680540684
299,b60_role_inversion,b60,cell_biology,role_inversion,knn_local,15,0,15,0.15003369748592377,0.08365989476442337,0.21017256379127502,0.3898395001888275,0.358976811170578,0.9146276712417603,role_inversion,numeric_distortion,True,0.39689268279950785,0.17708357760960292,-0.21980910518990493
